Código de instalación;Código de compañía;Cod Alternat;Códigos Calculados;Artic Padre;Cod Pre-pack;Ratio de preempacado;Unidades de empacado;Cod EAN Prod;Parte b;Parte c;Parte d;Parte e;Parte f;Total de LPN de salida;Total Act;Activa asignada;Activa disponible;Total de LPN de entrada;LPN de entrada asignada;LPN de entrada disponible;LPN de entrada sin verificar;Total asignado;Total disponible;Total de inventario;Resumen de inventario interno;Unidades secundarias de resumen de inventario interno;Cantidad de orden abierta
B100;FARMACORP;="728370497267";="728370497267";False;;0;0;="728370497267";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="728370497274";="728370497274";False;;0;0;="728370497274";;;;;;0;0;0;0;6;0;6;0;0;6;6;6;6;0
B100;FARMACORP;="7290006968234";="7290006968234";False;;0;0;="7290006968234";;;;;;0;0;0;0;39;0;39;0;0;39;39;39;39;0
B100;FARMACORP;="729513130065";="729513130065";False;;0;0;="729513130065";;;;;;0;0;0;0;60;2;58;0;2;58;60;60;60;1
B100;FARMACORP;="731509017229";="731509017229";False;;0;0;="731509017229";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="7319470066793";="7319470066793";False;;0;0;="7319470066793";;;;;;0;0;0;0;163;4;159;0;4;159;163;163;163;0
B100;FARMACORP;="7350012550592";="7350012550592";False;;0;0;="7350012550592";;;;;;0;0;0;0;30;20;10;0;20;10;30;30;30;0
B100;FARMACORP;="7350012551339";="7350012551339";False;;0;0;="7350012551339";;;;;;0;0;0;0;140;36;104;0;36;104;140;140;140;0
B100;FARMACORP;="7350012553791";="7350012553791";False;;0;0;="7350012553791";;;;;;0;0;0;0;100;48;52;0;48;52;100;100;100;4
B100;FARMACORP;="736085405422";="736085405422";False;;0;0;="736085405422";;;;;;0;0;0;0;33;2;31;0;2;31;33;33;33;0
B100;FARMACORP;="736085405668";="736085405668";False;;0;0;="736085405668";;;;;;0;0;0;0;49;4;45;0;4;45;49;49;49;0
B100;FARMACORP;="736085409895";="736085409895";False;;0;0;="736085409895";;;;;;0;0;0;0;68;2;66;0;2;66;68;68;68;0
B100;FARMACORP;="736085410648";="736085410648";False;;0;0;="736085410648";;;;;;0;0;0;0;60;3;57;0;3;57;60;60;60;0
B100;FARMACORP;="736085410822";="736085410822";False;;0;0;="736085410822";;;;;;0;0;0;0;111;2;109;0;2;109;111;111;111;0
B100;FARMACORP;="736085411126";="736085411126";False;;0;0;="736085411126";;;;;;0;0;0;0;25;2;23;0;2;23;25;25;25;0
B100;FARMACORP;="736085411423";="736085411423";False;;0;0;="736085411423";;;;;;0;0;0;0;76;2;74;0;2;74;76;76;76;0
B100;FARMACORP;="736085412710";="736085412710";False;;0;0;="736085412710";;;;;;0;0;0;0;268;0;268;0;0;268;268;268;268;0
B100;FARMACORP;="736085412826";="736085412826";False;;0;0;="736085412826";;;;;;0;0;0;0;45;1;44;0;1;44;45;45;45;0
B100;FARMACORP;="736085412925";="736085412925";False;;0;0;="736085412925";;;;;;0;0;0;0;127;2;125;0;2;125;127;127;127;0
B100;FARMACORP;="736085412956";="736085412956";False;;0;0;="736085412956";;;;;;0;0;0;0;87;4;83;0;4;83;87;87;87;0
B100;FARMACORP;="736085413694";="736085413694";False;;0;0;="736085413694";;;;;;0;0;0;0;113;8;105;0;8;105;113;113;113;0
B100;FARMACORP;="736085414851";="736085414851";False;;0;0;="736085414851";;;;;;0;0;0;0;14;0;14;0;0;14;14;14;14;0
B100;FARMACORP;="736085416145";="736085416145";False;;0;0;="736085416145";;;;;;0;0;0;0;27;1;26;0;1;26;27;27;27;0
B100;FARMACORP;="736085416725";="736085416725";False;;0;0;="736085416725";;;;;;0;0;0;0;12;0;12;0;0;12;12;12;12;0
B100;FARMACORP;="736085417333";="736085417333";False;;0;0;="736085417333";;;;;;0;0;0;0;114;0;114;0;0;114;114;114;114;0
B100;FARMACORP;="736085418422";="736085418422";False;;0;0;="736085418422";;;;;;0;0;0;0;189;2;187;0;2;187;189;189;189;0
B100;FARMACORP;="736085418897";="736085418897";False;;0;0;="736085418897";;;;;;0;0;0;0;104;1;103;0;1;103;104;104;104;0
B100;FARMACORP;="736085419009";="736085419009";False;;0;0;="736085419009";;;;;;0;0;0;0;61;4;57;0;4;57;61;61;61;2
B100;FARMACORP;="736085419245";="736085419245";False;;0;0;="736085419245";;;;;;0;0;0;0;118;3;115;0;3;115;118;118;118;0
B100;FARMACORP;="737186592073";="737186592073";False;;0;0;="737186592073";;;;;;0;0;0;0;10;0;10;0;0;10;10;10;10;0
B100;FARMACORP;="737186592455";="737186592455";False;;0;0;="737186592455";;;;;;0;0;0;0;28;2;26;0;2;26;28;28;28;0
B100;FARMACORP;="737186592615";="737186592615";False;;0;0;="737186592615";;;;;;0;0;0;0;570;0;570;0;0;570;570;570;570;30
B100;FARMACORP;="737186834432";="737186834432";False;;0;0;="737186834432";;;;;;0;0;0;0;15;0;15;0;0;15;15;15;15;0
B100;FARMACORP;="737186834456";="737186834456";False;;0;0;="737186834456";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="737186834463";="737186834463";False;;0;0;="737186834463";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="737186971106";="737186971106";False;;0;0;="737186971106";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="7372579461494";="7372579461494";False;;0;0;="7372579461494";;;;;;0;0;0;0;14;3;11;0;3;11;14;14;14;0
B100;FARMACORP;="740041";="740041";False;;0;0;="740041";;;;;;10;0;0;0;260;0;260;0;0;260;260;270;270;0
B100;FARMACORP;="740042";="740042";False;;0;0;="740042";;;;;;0;0;0;0;890;0;890;0;0;890;890;890;890;40
B100;FARMACORP;="740046";="740046";False;;0;0;="740046";;;;;;0;0;0;0;740;0;740;0;0;740;740;740;740;0
B100;FARMACORP;="740048";="740048";False;;0;0;="740048";;;;;;0;0;0;0;910;640;270;0;640;270;910;910;910;80
B100;FARMACORP;="740049";="740049";False;;0;0;="740049";;;;;;0;0;0;0;7;0;0;0;0;0;7;7;7;0
B100;FARMACORP;="7401036100505";="7401036100505";False;;0;0;="7401036100505";;;;;;0;0;0;0;240;60;180;0;60;180;240;240;240;20
B100;FARMACORP;="7401156601128";="7401156601128";False;;0;0;="7401156601128";;;;;;0;0;0;0;30;0;30;0;0;30;30;30;30;0
B100;FARMACORP;="7401156601319";="7401156601319";False;;0;0;="7401156601319";;;;;;0;0;0;0;40;20;20;0;20;20;40;40;40;20
B100;FARMACORP;="7401156602224";="7401156602224";False;;0;0;="7401156602224";;;;;;0;0;0;0;9;1;8;0;1;8;9;9;9;0
B100;FARMACORP;="7401156602330";="7401156602330";False;;0;0;="7401156602330";;;;;;0;0;0;0;41;24;17;0;24;17;41;41;41;0
B100;FARMACORP;="7401156610120";="7401156610120";False;;0;0;="7401156610120";;;;;;0;0;0;0;60;0;60;0;0;60;60;60;60;0
B100;FARMACORP;="7401156611110";="7401156611110";False;;0;0;="7401156611110";;;;;;0;0;0;0;420;120;300;0;120;300;420;420;420;0
B100;FARMACORP;="7401156614623";="7401156614623";False;;0;0;="7401156614623";;;;;;0;0;0;0;48;26;22;0;26;22;48;48;48;4
B100;FARMACORP;="7401156622215";="7401156622215";False;;0;0;="7401156622215";;;;;;0;0;0;0;3;2;1;0;2;1;3;3;3;1
B100;FARMACORP;="7401156634119";="7401156634119";False;;0;0;="7401156634119";;;;;;0;0;0;0;210;90;120;0;90;120;210;210;210;0
B100;FARMACORP;="7401156634515";="7401156634515";False;;0;0;="7401156634515";;;;;;0;0;0;0;1200;0;1200;0;0;1200;1200;1200;1200;0
B100;FARMACORP;="7401156634614";="7401156634614";False;;0;0;="7401156634614";;;;;;0;0;0;0;2040;120;1920;0;120;1920;2040;2040;2040;0
B100;FARMACORP;="7401156636311";="7401156636311";False;;0;0;="7401156636311";;;;;;0;0;0;0;1380;0;1380;0;0;1380;1380;1380;1380;0
B100;FARMACORP;="7401156636410";="7401156636410";False;;0;0;="7401156636410";;;;;;0;0;0;0;1020;0;1020;0;0;1020;1020;1020;1020;0
B100;FARMACORP;="740403";="740403";False;;0;0;="740403";;;;;;0;0;0;0;10;0;10;0;0;10;10;10;10;0
B100;FARMACORP;="740404";="740404";False;;0;0;="740404";;;;;;0;0;0;0;3960;80;3870;0;80;3870;3960;3960;3960;0
B100;FARMACORP;="740405";="740405";False;;0;0;="740405";;;;;;0;0;0;0;20;0;20;0;0;20;20;20;20;20
B100;FARMACORP;="740410";="740410";False;;0;0;="740410";;;;;;0;0;0;0;49700;340;49360;0;340;49360;49700;49700;49700;0
B100;FARMACORP;="740414";="740414";False;;0;0;="740414";;;;;;0;0;0;0;40;10;30;0;10;30;40;40;40;0
B100;FARMACORP;="740985218280";="740985218280";False;;0;0;="740985218280";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="740985222638";="740985222638";False;;0;0;="740985222638";;;;;;0;0;0;0;18;14;4;0;14;4;18;18;18;0
B100;FARMACORP;="740985223246";="740985223246";False;;0;0;="740985223246";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="740985244500";="740985244500";False;;0;0;="740985244500";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="740985244524";="740985244524";False;;0;0;="740985244524";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="740985276198";="740985276198";False;;0;0;="740985276198";;;;;;6;0;0;0;9;8;1;0;8;1;9;15;15;0
B100;FARMACORP;="7411000217047";="7411000217047";False;;0;0;="7411000217047";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="7441008154600";="7441008154600";False;;0;0;="7441008154600";;;;;;0;0;0;0;140;16;124;0;16;124;140;140;140;0
B100;FARMACORP;="7441008154617";="7441008154617";False;;0;0;="7441008154617";;;;;;0;0;0;0;195;8;187;0;8;187;195;195;195;0
B100;FARMACORP;="7450007026160";="7450007026160";False;;0;0;="7450007026160";;;;;;0;0;0;0;313;0;0;0;0;0;313;313;313;6
B100;FARMACORP;="7450007259148";="7450007259148";False;;0;0;="7450007259148";;;;;;0;0;0;0;10;0;0;0;0;0;10;10;10;0
B100;FARMACORP;="7450007406054";="7450007406054";False;;0;0;="7450007406054";;;;;;0;0;0;0;89;0;0;0;0;0;89;89;89;1
B100;FARMACORP;="7450007945393";="7450007945393";False;;0;0;="7450007945393";;;;;;0;0;0;0;111;0;0;0;0;0;111;111;111;0
B100;FARMACORP;="7450008053639";="7450008053639";False;;0;0;="7450008053639";;;;;;0;0;0;0;130;0;0;0;0;0;130;130;130;7
B100;FARMACORP;="7450008053950";="7450008053950";False;;0;0;="7450008053950";;;;;;0;0;0;0;114;0;0;0;0;0;114;114;114;30
B100;FARMACORP;="7450008201146";="7450008201146";False;;0;0;="7450008201146";;;;;;0;0;0;0;224;0;0;0;0;0;224;224;224;18
B100;FARMACORP;="7450008858111";="7450008858111";False;;0;0;="7450008858111";;;;;;0;0;0;0;4;0;0;0;0;0;4;4;4;0
B100;FARMACORP;="7450008861173";="7450008861173";False;;0;0;="7450008861173";;;;;;0;0;0;0;12;0;0;0;0;0;12;12;12;4
B100;FARMACORP;="7450008864174";="7450008864174";False;;0;0;="7450008864174";;;;;;0;0;0;0;88;0;0;0;0;0;88;88;88;6
B100;FARMACORP;="7450008864853";="7450008864853";False;;0;0;="7450008864853";;;;;;0;0;0;0;72;0;0;0;0;0;72;72;72;0
B100;FARMACORP;="7450008864952";="7450008864952";False;;0;0;="7450008864952";;;;;;0;0;0;0;3;0;0;0;0;0;3;3;3;0
B100;FARMACORP;="7450009183861";="7450009183861";False;;0;0;="7450009183861";;;;;;0;0;0;0;55;0;0;0;0;0;55;55;55;0
B100;FARMACORP;="7450009183878";="7450009183878";False;;0;0;="7450009183878";;;;;;0;0;0;0;45;0;0;0;0;0;45;45;45;0
B100;FARMACORP;="7450009183885";="7450009183885";False;;0;0;="7450009183885";;;;;;0;0;0;0;23;0;0;0;0;0;23;23;23;2
B100;FARMACORP;="7450009183953";="7450009183953";False;;0;0;="7450009183953";;;;;;0;0;0;0;4;0;0;0;0;0;4;4;4;0
B100;FARMACORP;="7450009589632";="7450009589632";False;;0;0;="7450009589632";;;;;;0;0;0;0;58;0;0;0;0;0;58;58;58;13
B100;FARMACORP;="7450009589700";="7450009589700";False;;0;0;="7450009589700";;;;;;0;0;0;0;58;0;0;0;0;0;58;58;58;18
B100;FARMACORP;="7450009589717";="7450009589717";False;;0;0;="7450009589717";;;;;;0;0;0;0;90;0;0;0;0;0;90;90;90;2
B100;FARMACORP;="7450009592267";="7450009592267";False;;0;0;="7450009592267";;;;;;0;0;0;0;16;0;0;0;0;0;16;16;16;0
B100;FARMACORP;="7450009592335";="7450009592335";False;;0;0;="7450009592335";;;;;;0;0;0;0;28;0;0;0;0;0;28;28;28;2
B100;FARMACORP;="7450009592359";="7450009592359";False;;0;0;="7450009592359";;;;;;0;0;0;0;89;0;0;0;0;0;89;89;89;0
B100;FARMACORP;="7450112000697";="7450112000697";False;;0;0;="7450112000697";;;;;;0;0;0;0;31;0;0;0;0;0;31;31;31;2
B100;FARMACORP;="7450112134880";="7450112134880";False;;0;0;="7450112134880";;;;;;0;0;0;0;166;0;0;0;0;0;166;166;166;14
B100;FARMACORP;="7450112136785";="7450112136785";False;;0;0;="7450112136785";;;;;;0;0;0;0;68;0;0;0;0;0;68;68;68;0
B100;FARMACORP;="7450112685825";="7450112685825";False;;0;0;="7450112685825";;;;;;0;0;0;0;3;0;0;0;0;0;3;3;3;0
B100;FARMACORP;="7450112686297";="7450112686297";False;;0;0;="7450112686297";;;;;;0;0;0;0;3;0;0;0;0;0;3;3;3;0
B100;FARMACORP;="7450119202988";="7450119202988";False;;0;0;="7450119202988";;;;;;0;0;0;0;5;0;0;0;0;0;5;5;5;4
B100;FARMACORP;="7450119203091";="7450119203091";False;;0;0;="7450119203091";;;;;;0;0;0;0;31;0;0;0;0;0;31;31;31;0
B100;FARMACORP;="7450119203145";="7450119203145";False;;0;0;="7450119203145";;;;;;0;0;0;0;107;0;0;0;0;0;107;107;107;2
B100;FARMACORP;="7450119588631";="7450119588631";False;;0;0;="7450119588631";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="7450119594205";="7450119594205";False;;0;0;="7450119594205";;;;;;0;0;0;0;14;0;14;0;0;14;14;14;14;0
B100;FARMACORP;="7450119594328";="7450119594328";False;;0;0;="7450119594328";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="7450119594458";="7450119594458";False;;0;0;="7450119594458";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="7450119594496";="7450119594496";False;;0;0;="7450119594496";;;;;;0;0;0;0;12;0;12;0;0;12;12;12;12;0
B100;FARMACORP;="7450119594526";="7450119594526";False;;0;0;="7450119594526";;;;;;0;0;0;0;8;0;8;0;0;8;8;8;8;0
B100;FARMACORP;="7450119614019";="7450119614019";False;;0;0;="7450119614019";;;;;;0;0;0;0;1;0;0;0;0;0;1;1;1;0
B100;FARMACORP;="7450119616334";="7450119616334";False;;0;0;="7450119616334";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="7450119807015";="7450119807015";False;;0;0;="7450119807015";;;;;;0;0;0;0;4;0;0;0;0;0;4;4;4;0
B100;FARMACORP;="7450119807213";="7450119807213";False;;0;0;="7450119807213";;;;;;0;0;0;0;17;0;0;0;0;0;17;17;17;8
B100;FARMACORP;="7450119808760";="7450119808760";False;;0;0;="7450119808760";;;;;;0;0;0;0;42;0;0;0;0;0;42;42;42;0
B100;FARMACORP;="7450119808777";="7450119808777";False;;0;0;="7450119808777";;;;;;0;0;0;0;76;0;0;0;0;0;76;76;76;0
B100;FARMACORP;="7450119808791";="7450119808791";False;;0;0;="7450119808791";;;;;;0;0;0;0;195;0;0;0;0;0;195;195;195;0
B100;FARMACORP;="7450119808807";="7450119808807";False;;0;0;="7450119808807";;;;;;0;0;0;0;207;0;0;0;0;0;207;207;207;0
B100;FARMACORP;="7450119809248";="7450119809248";False;;0;0;="7450119809248";;;;;;0;0;0;0;68;0;68;0;0;68;68;68;68;0
B100;FARMACORP;="7450119810411";="7450119810411";False;;0;0;="7450119810411";;;;;;0;0;0;0;55;0;0;0;0;0;55;55;55;4
B100;FARMACORP;="7450119810428";="7450119810428";False;;0;0;="7450119810428";;;;;;0;0;0;0;41;0;0;0;0;0;41;41;41;0
B100;FARMACORP;="7450119810442";="7450119810442";False;;0;0;="7450119810442";;;;;;0;0;0;0;20;0;0;0;0;0;20;20;20;5
B100;FARMACORP;="7450119810459";="7450119810459";False;;0;0;="7450119810459";;;;;;0;0;0;0;35;0;0;0;0;0;35;35;35;0
B100;FARMACORP;="7450119810466";="7450119810466";False;;0;0;="7450119810466";;;;;;0;0;0;0;85;0;0;0;0;0;85;85;85;0
B100;FARMACORP;="7450119810480";="7450119810480";False;;0;0;="7450119810480";;;;;;0;0;0;0;110;0;0;0;0;0;110;110;110;0
B100;FARMACORP;="7450119810497";="7450119810497";False;;0;0;="7450119810497";;;;;;0;0;0;0;127;0;0;0;0;0;127;127;127;0
B100;FARMACORP;="7450119810503";="7450119810503";False;;0;0;="7450119810503";;;;;;0;0;0;0;112;0;0;0;0;0;112;112;112;0
B100;FARMACORP;="7450119810541";="7450119810541";False;;0;0;="7450119810541";;;;;;0;0;0;0;4;0;0;0;0;0;4;4;4;0
B100;FARMACORP;="7450119810572";="7450119810572";False;;0;0;="7450119810572";;;;;;0;0;0;0;2;0;0;0;0;0;2;2;2;3
B100;FARMACORP;="7450119810589";="7450119810589";False;;0;0;="7450119810589";;;;;;0;0;0;0;4;0;0;0;0;0;4;4;4;2
B100;FARMACORP;="7450119811326";="7450119811326";False;;0;0;="7450119811326";;;;;;0;0;0;0;1;0;0;0;0;0;1;1;1;0
B100;FARMACORP;="7450119811333";="7450119811333";False;;0;0;="7450119811333";;;;;;0;0;0;0;1;0;0;0;0;0;1;1;1;0
B100;FARMACORP;="7450119811340";="7450119811340";False;;0;0;="7450119811340";;;;;;0;0;0;0;2;0;0;0;0;0;2;2;2;0
B100;FARMACORP;="7450119830112";="7450119830112";False;;0;0;="7450119830112";;;;;;0;0;0;0;38;4;34;0;4;34;38;38;38;0
B100;FARMACORP;="7450119830129";="7450119830129";False;;0;0;="7450119830129";;;;;;0;0;0;0;7;0;7;0;0;7;7;7;7;0
B100;FARMACORP;="7450119830136";="7450119830136";False;;0;0;="7450119830136";;;;;;0;0;0;0;115;0;115;0;0;115;115;115;115;0
B100;FARMACORP;="7450119830143";="7450119830143";False;;0;0;="7450119830143";;;;;;0;0;0;0;117;0;117;0;0;117;117;117;117;0
B100;FARMACORP;="7450119830204";="7450119830204";False;;0;0;="7450119830204";;;;;;0;0;0;0;57;0;57;0;0;57;57;57;57;0
B100;FARMACORP;="7450119904219";="7450119904219";False;;0;0;="7450119904219";;;;;;0;0;0;0;10;0;10;0;0;10;10;10;10;0
B100;FARMACORP;="7450119904226";="7450119904226";False;;0;0;="7450119904226";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="7450119905360";="7450119905360";False;;0;0;="7450119905360";;;;;;0;0;0;0;5;0;5;0;0;5;5;5;5;0
B100;FARMACORP;="7450119905407";="7450119905407";False;;0;0;="7450119905407";;;;;;0;0;0;0;23;0;23;0;0;23;23;23;23;0
B100;FARMACORP;="7450119906206";="7450119906206";False;;0;0;="7450119906206";;;;;;0;0;0;0;14;0;14;0;0;14;14;14;14;0
B100;FARMACORP;="7450119906299";="7450119906299";False;;0;0;="7450119906299";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="7450119912993";="7450119912993";False;;0;0;="7450119912993";;;;;;0;0;0;0;15;0;15;0;0;15;15;15;15;0
B100;FARMACORP;="7450119913150";="7450119913150";False;;0;0;="7450119913150";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="7450119917592";="7450119917592";False;;0;0;="7450119917592";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="7450119920509";="7450119920509";False;;0;0;="7450119920509";;;;;;0;0;0;0;73;0;0;0;0;0;73;73;73;0
B100;FARMACORP;="7450119920516";="7450119920516";False;;0;0;="7450119920516";;;;;;0;0;0;0;56;0;0;0;0;0;56;56;56;0
B100;FARMACORP;="7450119920547";="7450119920547";False;;0;0;="7450119920547";;;;;;0;0;0;0;75;0;0;0;0;0;75;75;75;0
B100;FARMACORP;="7450119920554";="7450119920554";False;;0;0;="7450119920554";;;;;;0;0;0;0;110;0;0;0;0;0;110;110;110;0
B100;FARMACORP;="7450119920561";="7450119920561";False;;0;0;="7450119920561";;;;;;0;0;0;0;102;0;0;0;0;0;102;102;102;0
B100;FARMACORP;="7450119920592";="7450119920592";False;;0;0;="7450119920592";;;;;;0;0;0;0;88;0;0;0;0;0;88;88;88;0
B100;FARMACORP;="7450119920653";="7450119920653";False;;0;0;="7450119920653";;;;;;0;0;0;0;95;0;0;0;0;0;95;95;95;0
B100;FARMACORP;="7450119920660";="7450119920660";False;;0;0;="7450119920660";;;;;;0;0;0;0;115;0;0;0;0;0;115;115;115;0
B100;FARMACORP;="7450119920691";="7450119920691";False;;0;0;="7450119920691";;;;;;0;0;0;0;71;0;0;0;0;0;71;71;71;13
B100;FARMACORP;="7450119920707";="7450119920707";False;;0;0;="7450119920707";;;;;;0;0;0;0;56;0;0;0;0;0;56;56;56;0
B100;FARMACORP;="7450119920714";="7450119920714";False;;0;0;="7450119920714";;;;;;0;0;0;0;59;0;0;0;0;0;59;59;59;14
B100;FARMACORP;="7450119920745";="7450119920745";False;;0;0;="7450119920745";;;;;;0;0;0;0;26;0;0;0;0;0;26;26;26;0
B100;FARMACORP;="7450119920813";="7450119920813";False;;0;0;="7450119920813";;;;;;0;0;0;0;107;0;0;0;0;0;107;107;107;0
B100;FARMACORP;="7450119920837";="7450119920837";False;;0;0;="7450119920837";;;;;;0;0;0;0;52;0;0;0;0;0;52;52;52;2
B100;FARMACORP;="7450119920844";="7450119920844";False;;0;0;="7450119920844";;;;;;0;0;0;0;114;0;2;0;0;2;114;114;114;0
B100;FARMACORP;="7450119920868";="7450119920868";False;;0;0;="7450119920868";;;;;;0;0;0;0;123;0;0;0;0;0;123;123;123;0
B100;FARMACORP;="7450119920882";="7450119920882";False;;0;0;="7450119920882";;;;;;0;0;0;0;79;0;0;0;0;0;79;79;79;0
B100;FARMACORP;="7450119920899";="7450119920899";False;;0;0;="7450119920899";;;;;;0;0;0;0;137;0;0;0;0;0;137;137;137;0
B100;FARMACORP;="7450119921698";="7450119921698";False;;0;0;="7450119921698";;;;;;0;0;0;0;85;0;0;0;0;0;85;85;85;0
B100;FARMACORP;="7450119921728";="7450119921728";False;;0;0;="7450119921728";;;;;;0;0;0;0;65;0;0;0;0;0;65;65;65;0
B100;FARMACORP;="7450119921735";="7450119921735";False;;0;0;="7450119921735";;;;;;0;0;0;0;47;0;0;0;0;0;47;47;47;0
B100;FARMACORP;="7450119921742";="7450119921742";False;;0;0;="7450119921742";;;;;;0;0;0;0;75;0;0;0;0;0;75;75;75;0
B100;FARMACORP;="7450119921766";="7450119921766";False;;0;0;="7450119921766";;;;;;0;0;0;0;139;0;0;0;0;0;139;139;139;0
B100;FARMACORP;="7450119921773";="7450119921773";False;;0;0;="7450119921773";;;;;;0;0;0;0;56;0;0;0;0;0;56;56;56;0
B100;FARMACORP;="7450119921780";="7450119921780";False;;0;0;="7450119921780";;;;;;0;0;0;0;120;0;0;0;0;0;120;120;120;0
B100;FARMACORP;="7450119921797";="7450119921797";False;;0;0;="7450119921797";;;;;;0;0;0;0;114;0;0;0;0;0;114;114;114;0
B100;FARMACORP;="7450119921803";="7450119921803";False;;0;0;="7450119921803";;;;;;0;0;0;0;81;0;0;0;0;0;81;81;81;0
B100;FARMACORP;="7450119921858";="7450119921858";False;;0;0;="7450119921858";;;;;;0;0;0;0;131;0;0;0;0;0;131;131;131;0
B100;FARMACORP;="7450119921865";="7450119921865";False;;0;0;="7450119921865";;;;;;0;0;0;0;123;0;0;0;0;0;123;123;123;0
B100;FARMACORP;="7450119921872";="7450119921872";False;;0;0;="7450119921872";;;;;;0;0;0;0;101;0;0;0;0;0;101;101;101;0
B100;FARMACORP;="7450119921889";="7450119921889";False;;0;0;="7450119921889";;;;;;0;0;0;0;116;0;0;0;0;0;116;116;116;0
B100;FARMACORP;="7450119927034";="7450119927034";False;;0;0;="7450119927034";;;;;;0;0;0;0;145;0;0;0;0;0;145;145;145;4
B100;FARMACORP;="7450119927041";="7450119927041";False;;0;0;="7450119927041";;;;;;0;0;0;0;168;0;0;0;0;0;168;168;168;0
B100;FARMACORP;="7450119927058";="7450119927058";False;;0;0;="7450119927058";;;;;;0;0;0;0;120;0;0;0;0;0;120;120;120;2
B100;FARMACORP;="7450119927065";="7450119927065";False;;0;0;="7450119927065";;;;;;0;0;0;0;173;0;0;0;0;0;173;173;173;0
B100;FARMACORP;="7450119927140";="7450119927140";False;;0;0;="7450119927140";;;;;;0;0;0;0;116;0;0;0;0;0;116;116;116;0
B100;FARMACORP;="7450119927164";="7450119927164";False;;0;0;="7450119927164";;;;;;0;0;0;0;122;0;0;0;0;0;122;122;122;4
B100;FARMACORP;="7450119927225";="7450119927225";False;;0;0;="7450119927225";;;;;;0;0;0;0;124;0;0;0;0;0;124;124;124;0
B100;FARMACORP;="7450119927232";="7450119927232";False;;0;0;="7450119927232";;;;;;0;0;0;0;204;0;0;0;0;0;204;204;204;0
B100;FARMACORP;="7450119927263";="7450119927263";False;;0;0;="7450119927263";;;;;;0;0;0;0;105;0;0;0;0;0;105;105;105;0
B100;FARMACORP;="7450119927324";="7450119927324";False;;0;0;="7450119927324";;;;;;0;0;0;0;73;0;0;0;0;0;73;73;73;6
B100;FARMACORP;="7450119932663";="7450119932663";False;;0;0;="7450119932663";;;;;;0;0;0;0;82;0;0;0;0;0;82;82;82;3
B100;FARMACORP;="7450119957895";="7450119957895";False;;0;0;="7450119957895";;;;;;0;0;0;0;8;0;8;0;0;8;8;8;8;0
B100;FARMACORP;="7450119957949";="7450119957949";False;;0;0;="7450119957949";;;;;;0;0;0;0;10;0;10;0;0;10;10;10;10;0
B100;FARMACORP;="7450119957994";="7450119957994";False;;0;0;="7450119957994";;;;;;0;0;0;0;6;0;6;0;0;6;6;6;6;0
B100;FARMACORP;="7450119958076";="7450119958076";False;;0;0;="7450119958076";;;;;;0;0;0;0;17;0;17;0;0;17;17;17;17;0
B100;FARMACORP;="745020";="745020";False;;0;0;="745020";;;;;;0;0;0;0;2003;10;1985;0;10;1985;2003;2003;2003;0
B100;FARMACORP;="7450209000463";="7450209000463";False;;0;0;="7450209000463";;;;;;0;0;0;0;1;0;0;0;0;0;1;1;1;0
B100;FARMACORP;="7450209000876";="7450209000876";False;;0;0;="7450209000876";;;;;;0;0;0;0;139;0;0;0;0;0;139;139;139;0
B100;FARMACORP;="7450209000883";="7450209000883";False;;0;0;="7450209000883";;;;;;0;0;0;0;178;0;0;0;0;0;178;178;178;0
B100;FARMACORP;="7450209003075";="7450209003075";False;;0;0;="7450209003075";;;;;;0;0;0;0;139;0;0;0;0;0;139;139;139;6
B100;FARMACORP;="7450209004102";="7450209004102";False;;0;0;="7450209004102";;;;;;0;0;0;0;1;0;0;0;0;0;1;1;1;0
B100;FARMACORP;="7450209004249";="7450209004249";False;;0;0;="7450209004249";;;;;;0;0;0;0;53;0;0;0;0;0;53;53;53;0
