Código de instalación;Código de compañía;Cod Alternat;Códigos Calculados;Artic Padre;Cod Pre-pack;Ratio de preempacado;Unidades de empacado;Cod EAN Prod;Parte b;Parte c;Parte d;Parte e;Parte f;Total de LPN de salida;Total Act;Activa asignada;Activa disponible;Total de LPN de entrada;LPN de entrada asignada;LPN de entrada disponible;LPN de entrada sin verificar;Total asignado;Total disponible;Total de inventario;Resumen de inventario interno;Unidades secundarias de resumen de inventario interno;Cantidad de orden abierta
B100;FARMACORP;="0036000138412";="0036000138412";False;;0;0;="0036000138412";;;;;;0;0;0;0;35;2;33;0;2;33;35;35;35;0
B100;FARMACORP;="0041554197044";="0041554197044";False;;0;0;="0041554197044";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="00610075793006";="00610075793006";False;;0;0;="00610075793006";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="00707387444402";="00707387444402";False;;0;0;="00707387444402";;;;;;0;0;0;0;5;3;2;0;3;2;5;5;5;0
B100;FARMACORP;="008727000075";="008727000075";False;;0;0;="008727000075";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="008727000211";="008727000211";False;;0;0;="008727000211";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="010070738743590";="010070738743590";False;;0;0;="010070738743590";;;;;;0;0;0;0;27;2;25;0;2;25;27;27;27;0
B100;FARMACORP;="01018109";="01018109";False;;0;0;="01018109";;;;;;48;0;0;0;252;16;236;0;16;236;252;300;300;0
B100;FARMACORP;="01018209";="01018209";False;;0;0;="01018209";;;;;;25;0;0;0;213;0;213;0;0;213;213;238;238;0
B100;FARMACORP;="01018609";="01018609";False;;0;0;="01018609";;;;;;13;0;0;0;161;4;157;0;4;157;161;174;174;0
B100;FARMACORP;="010404696395878";="010404696395878";False;;0;0;="010404696395878";;;;;;0;0;0;0;55;0;55;0;0;55;55;55;55;0
B100;FARMACORP;="010900000857";="010900000857";False;;0;0;="010900000857";;;;;;0;0;0;0;6;6;0;0;6;0;6;6;6;4
B100;FARMACORP;="010900302814";="010900302814";False;;0;0;="010900302814";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="0110067";="0110067";False;;0;0;="0110067";;;;;;0;0;0;0;43;4;39;0;4;39;43;43;43;0
B100;FARMACORP;="0110070";="0110070";False;;0;0;="0110070";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="011210000018";="011210000018";False;;0;0;="011210000018";;;;;;0;0;0;0;17;16;1;0;16;1;17;17;17;0
B100;FARMACORP;="011210000155";="011210000155";False;;0;0;="011210000155";;;;;;0;0;0;0;11;4;7;0;4;7;11;11;11;0
B100;FARMACORP;="011210697003";="011210697003";False;;0;0;="011210697003";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="0123456789012";="0123456789012";False;;0;0;="0123456789012";;;;;;0;0;0;0;7;0;7;0;0;7;7;7;7;0
B100;FARMACORP;="012546671231";="012546671231";False;;0;0;="012546671231";;;;;;0;0;0;0;9129;20;9109;0;20;9109;9129;9129;9129;0
B100;FARMACORP;="012800180936";="012800180936";False;;0;0;="012800180936";;;;;;0;0;0;0;30;4;26;0;4;26;30;30;30;6
B100;FARMACORP;="012800198443";="012800198443";False;;0;0;="012800198443";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="01321207";="01321207";False;;0;0;="01321207";;;;;;0;0;0;0;20;4;16;0;4;16;20;20;20;0
B100;FARMACORP;="020800307642";="020800307642";False;;0;0;="020800307642";;;;;;0;0;0;0;26;5;21;0;5;21;26;26;26;4
B100;FARMACORP;="021000026876";="021000026876";False;;0;0;="021000026876";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="021000658978";="021000658978";False;;0;0;="021000658978";;;;;;0;0;0;0;12;8;4;0;8;4;12;12;12;0
B100;FARMACORP;="022000159311";="022000159311";False;;0;0;="022000159311";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="022000159335";="022000159335";False;;0;0;="022000159335";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="022000159342";="022000159342";False;;0;0;="022000159342";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="022110079806";="022110079806";False;;0;0;="022110079806";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="022796642011";="022796642011";False;;0;0;="022796642011";;;;;;0;0;0;0;9;1;8;0;1;8;9;9;9;0
B100;FARMACORP;="022796916129";="022796916129";False;;0;0;="022796916129";;;;;;8;0;0;0;84;1;83;0;1;83;84;92;92;0
B100;FARMACORP;="022796916716";="022796916716";False;;0;0;="022796916716";;;;;;4;0;0;0;164;28;136;0;28;136;164;168;168;4
B100;FARMACORP;="02283801";="02283801";False;;0;0;="02283801";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="02289902";="02289902";False;;0;0;="02289902";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="026851871071";="026851871071";False;;0;0;="026851871071";;;;;;0;0;0;0;13;4;9;0;4;9;13;13;13;0
B100;FARMACORP;="026851871088";="026851871088";False;;0;0;="026851871088";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="026964453188";="026964453188";False;;0;0;="026964453188";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="027084120134";="027084120134";False;;0;0;="027084120134";;;;;;0;0;0;0;24;0;22;0;0;22;24;24;24;0
B100;FARMACORP;="0300651431520";="0300651431520";False;;0;0;="0300651431520";;;;;;0;0;0;0;21;8;13;0;8;13;21;21;21;4
B100;FARMACORP;="0300651433326";="0300651433326";False;;0;0;="0300651433326";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="0300652510095";="0300652510095";False;;0;0;="0300652510095";;;;;;0;0;0;0;4;1;3;0;1;3;4;4;4;0
B100;FARMACORP;="03031500311423";="03031500311423";False;;0;0;="03031500311423";;;;;;0;0;0;0;15;0;15;0;0;15;15;15;15;0
B100;FARMACORP;="03401347818100";="03401347818100";False;;0;0;="03401347818100";;;;;;0;0;0;0;25;0;25;0;0;25;25;25;25;0
B100;FARMACORP;="03401360147751";="03401360147751";False;;0;0;="03401360147751";;;;;;0;0;0;0;72;0;72;0;0;72;72;72;72;0
B100;FARMACORP;="03401360191112";="03401360191112";False;;0;0;="03401360191112";;;;;;0;0;0;0;42;0;42;0;0;42;42;42;42;0
B100;FARMACORP;="03401575243675";="03401575243675";False;;0;0;="03401575243675";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="03760269770041";="03760269770041";False;;0;0;="03760269770041";;;;;;0;0;0;0;45;0;45;0;0;45;45;45;45;0
B100;FARMACORP;="03760269770379";="03760269770379";False;;0;0;="03760269770379";;;;;;0;0;0;0;42;0;42;0;0;42;42;42;42;0
B100;FARMACORP;="03760269770409";="03760269770409";False;;0;0;="03760269770409";;;;;;0;0;0;0;15;0;15;0;0;15;15;15;15;0
B100;FARMACORP;="038000846731";="038000846731";False;;0;0;="038000846731";;;;;;144;0;0;0;573;392;181;0;392;181;573;717;717;0
B100;FARMACORP;="039800029911";="039800029911";False;;0;0;="039800029911";;;;;;0;0;0;0;231;4;227;0;4;227;231;231;231;6
B100;FARMACORP;="04016007";="04016007";False;;0;0;="04016007";;;;;;0;0;0;0;47;40;7;0;40;7;47;47;47;0
B100;FARMACORP;="04059729393463";="04059729393463";False;;0;0;="04059729393463";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="04059729393470";="04059729393470";False;;0;0;="04059729393470";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="04059729393500";="04059729393500";False;;0;0;="04059729393500";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="04059729419613";="04059729419613";False;;0;0;="04059729419613";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="04059729419729";="04059729419729";False;;0;0;="04059729419729";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="04059729419750";="04059729419750";False;;0;0;="04059729419750";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="04059729444929";="04059729444929";False;;0;0;="04059729444929";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="04059729445094";="04059729445094";False;;0;0;="04059729445094";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="04059729445179";="04059729445179";False;;0;0;="04059729445179";;;;;;0;0;0;0;8;0;8;0;0;8;8;8;8;0
B100;FARMACORP;="0412199312015";="0412199312015";False;;0;0;="0412199312015";;;;;;0;0;0;0;2;0;0;0;0;0;2;2;2;0
B100;FARMACORP;="041333000985";="041333000985";False;;0;0;="041333000985";;;;;;0;0;0;0;136;8;128;0;8;128;136;136;136;0
B100;FARMACORP;="041333000992";="041333000992";False;;0;0;="041333000992";;;;;;0;0;0;0;8;0;8;0;0;8;8;8;8;0
B100;FARMACORP;="041333001005";="041333001005";False;;0;0;="041333001005";;;;;;0;0;0;0;78;26;52;0;26;52;78;78;78;0
B100;FARMACORP;="041333001036";="041333001036";False;;0;0;="041333001036";;;;;;0;0;0;0;5;2;2;0;2;2;5;5;5;2
B100;FARMACORP;="041333001043";="041333001043";False;;0;0;="041333001043";;;;;;0;0;0;0;68;6;62;0;6;62;68;68;68;2
B100;FARMACORP;="041333001074";="041333001074";False;;0;0;="041333001074";;;;;;0;0;0;0;110;12;98;0;12;98;110;110;110;2
B100;FARMACORP;="041333666648";="041333666648";False;;0;0;="041333666648";;;;;;0;0;0;0;60;6;54;0;6;54;60;60;60;2
B100;FARMACORP;="041333900483";="041333900483";False;;0;0;="041333900483";;;;;;0;0;0;0;213;6;207;0;6;207;213;213;213;2
B100;FARMACORP;="041333904481";="041333904481";False;;0;0;="041333904481";;;;;;2;0;0;0;134;4;130;0;4;130;134;136;136;4
B100;FARMACORP;="041457017951";="041457017951";False;;0;0;="041457017951";;;;;;0;0;0;0;2;0;0;0;0;0;2;2;2;0
B100;FARMACORP;="041457035641";="041457035641";False;;0;0;="041457035641";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="0414572400500";="0414572400500";False;;0;0;="0414572400500";;;;;;0;0;0;0;1198;18;1180;0;18;1180;1198;1198;1198;0
B100;FARMACORP;="0414572873205";="0414572873205";False;;0;0;="0414572873205";;;;;;49;0;0;0;479;34;445;0;34;445;479;528;528;24
B100;FARMACORP;="041554070958";="041554070958";False;;0;0;="041554070958";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554070965";="041554070965";False;;0;0;="041554070965";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554070989";="041554070989";False;;0;0;="041554070989";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554071047";="041554071047";False;;0;0;="041554071047";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554071863";="041554071863";False;;0;0;="041554071863";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554079319";="041554079319";False;;0;0;="041554079319";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554079821";="041554079821";False;;0;0;="041554079821";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="041554080414";="041554080414";False;;0;0;="041554080414";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554080681";="041554080681";False;;0;0;="041554080681";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554081145";="041554081145";False;;0;0;="041554081145";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554081879";="041554081879";False;;0;0;="041554081879";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554086287";="041554086287";False;;0;0;="041554086287";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554087543";="041554087543";False;;0;0;="041554087543";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554087611";="041554087611";False;;0;0;="041554087611";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554087642";="041554087642";False;;0;0;="041554087642";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554089059";="041554089059";False;;0;0;="041554089059";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554089066";="041554089066";False;;0;0;="041554089066";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554089080";="041554089080";False;;0;0;="041554089080";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="041554089110";="041554089110";False;;0;0;="041554089110";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554089127";="041554089127";False;;0;0;="041554089127";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554089141";="041554089141";False;;0;0;="041554089141";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554217988";="041554217988";False;;0;0;="041554217988";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554259254";="041554259254";False;;0;0;="041554259254";;;;;;0;0;0;0;6;0;6;0;0;6;6;6;6;0
B100;FARMACORP;="041554267198";="041554267198";False;;0;0;="041554267198";;;;;;0;0;0;0;5;0;5;0;0;5;5;5;5;0
B100;FARMACORP;="041554433456";="041554433456";False;;0;0;="041554433456";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="041554433463";="041554433463";False;;0;0;="041554433463";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554433470";="041554433470";False;;0;0;="041554433470";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554433487";="041554433487";False;;0;0;="041554433487";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554433494";="041554433494";False;;0;0;="041554433494";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554438161";="041554438161";False;;0;0;="041554438161";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554438178";="041554438178";False;;0;0;="041554438178";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554493726";="041554493726";False;;0;0;="041554493726";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554496901";="041554496901";False;;0;0;="041554496901";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="041554496925";="041554496925";False;;0;0;="041554496925";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554496949";="041554496949";False;;0;0;="041554496949";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554496987";="041554496987";False;;0;0;="041554496987";;;;;;0;0;0;0;5;0;5;0;0;5;5;5;5;0
B100;FARMACORP;="041554499742";="041554499742";False;;0;0;="041554499742";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554541427";="041554541427";False;;0;0;="041554541427";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="041554541434";="041554541434";False;;0;0;="041554541434";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="041554541441";="041554541441";False;;0;0;="041554541441";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554541458";="041554541458";False;;0;0;="041554541458";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554541465";="041554541465";False;;0;0;="041554541465";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554541472";="041554541472";False;;0;0;="041554541472";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="041554543643";="041554543643";False;;0;0;="041554543643";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554543650";="041554543650";False;;0;0;="041554543650";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554543711";="041554543711";False;;0;0;="041554543711";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554546798";="041554546798";False;;0;0;="041554546798";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="041554554472";="041554554472";False;;0;0;="041554554472";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554554533";="041554554533";False;;0;0;="041554554533";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554563337";="041554563337";False;;0;0;="041554563337";;;;;;0;0;0;0;6;0;6;0;0;6;6;6;6;0
B100;FARMACORP;="041554563344";="041554563344";False;;0;0;="041554563344";;;;;;0;0;0;0;3;0;3;0;0;3;3;3;3;0
B100;FARMACORP;="041554563351";="041554563351";False;;0;0;="041554563351";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554577822";="041554577822";False;;0;0;="041554577822";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554577853";="041554577853";False;;0;0;="041554577853";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041554578485";="041554578485";False;;0;0;="041554578485";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554578492";="041554578492";False;;0;0;="041554578492";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="041554583885";="041554583885";False;;0;0;="041554583885";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041554590500";="041554590500";False;;0;0;="041554590500";;;;;;0;0;0;0;20;0;20;0;0;20;20;20;20;0
B100;FARMACORP;="041554590913";="041554590913";False;;0;0;="041554590913";;;;;;0;0;0;0;6;0;6;0;0;6;6;6;6;0
B100;FARMACORP;="041554626964";="041554626964";False;;0;0;="041554626964";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="041789001833";="041789001833";False;;0;0;="041789001833";;;;;;24;0;0;0;0;0;0;0;0;0;0;24;24;0
B100;FARMACORP;="041789001840";="041789001840";False;;0;0;="041789001840";;;;;;12;0;0;0;242;144;96;0;144;96;242;254;254;0
B100;FARMACORP;="041789001857";="041789001857";False;;0;0;="041789001857";;;;;;24;0;0;0;24;24;0;0;24;0;24;48;48;0
B100;FARMACORP;="041789001918";="041789001918";False;;0;0;="041789001918";;;;;;0;0;0;0;506;129;371;0;129;371;506;506;506;0
B100;FARMACORP;="041789001925";="041789001925";False;;0;0;="041789001925";;;;;;0;0;0;0;185;84;100;0;84;100;185;185;185;0
B100;FARMACORP;="041789001956";="041789001956";False;;0;0;="041789001956";;;;;;10;0;0;0;46;42;4;0;42;4;46;56;56;0
B100;FARMACORP;="041789001987";="041789001987";False;;0;0;="041789001987";;;;;;4;0;0;0;95;44;50;0;44;50;95;99;99;0
B100;FARMACORP;="041789002915";="041789002915";False;;0;0;="041789002915";;;;;;0;0;0;0;34;27;6;0;27;6;34;34;34;0
B100;FARMACORP;="041789002922";="041789002922";False;;0;0;="041789002922";;;;;;0;0;0;0;2;2;0;0;2;0;2;2;2;0
B100;FARMACORP;="041789002977";="041789002977";False;;0;0;="041789002977";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="041789002984";="041789002984";False;;0;0;="041789002984";;;;;;6;0;0;0;61;22;39;0;22;39;61;67;67;0
B100;FARMACORP;="041789002991";="041789002991";False;;0;0;="041789002991";;;;;;0;0;0;0;59;38;21;0;38;21;59;59;59;0
B100;FARMACORP;="04250035261877";="04250035261877";False;;0;0;="04250035261877";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="043194103102";="043194103102";False;;0;0;="043194103102";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="043194161980";="043194161980";False;;0;0;="043194161980";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="043194169887";="043194169887";False;;0;0;="043194169887";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="043194176731";="043194176731";False;;0;0;="043194176731";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="043194178438";="043194178438";False;;0;0;="043194178438";;;;;;0;0;0;0;141;0;141;0;0;141;141;141;141;2
B100;FARMACORP;="043194179015";="043194179015";False;;0;0;="043194179015";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="043194212514";="043194212514";False;;0;0;="043194212514";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="043194225347";="043194225347";False;;0;0;="043194225347";;;;;;0;0;0;0;320;0;320;0;0;320;320;320;320;0
B100;FARMACORP;="043194326945";="043194326945";False;;0;0;="043194326945";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="043194327225";="043194327225";False;;0;0;="043194327225";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="043194351800";="043194351800";False;;0;0;="043194351800";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="043194392209";="043194392209";False;;0;0;="043194392209";;;;;;0;0;0;0;163;0;163;0;0;163;163;163;163;0
B100;FARMACORP;="043194395354";="043194395354";False;;0;0;="043194395354";;;;;;0;0;0;0;2;0;2;0;0;2;2;2;2;0
B100;FARMACORP;="043194911899";="043194911899";False;;0;0;="043194911899";;;;;;0;0;0;0;49;6;43;0;6;43;49;49;49;2
B100;FARMACORP;="044677505208";="044677505208";False;;0;0;="044677505208";;;;;;0;0;0;0;4;0;4;0;0;4;4;4;4;0
B100;FARMACORP;="047400179240";="047400179240";False;;0;0;="047400179240";;;;;;0;0;0;0;217;6;211;0;6;211;217;217;217;0
B100;FARMACORP;="048107006839";="048107006839";False;;0;0;="048107006839";;;;;;0;22;2;20;1447;0;1447;0;2;1467;1469;1469;1469;0
B100;FARMACORP;="048107019099";="048107019099";False;;0;0;="048107019099";;;;;;0;94;0;94;0;0;0;0;0;94;94;94;94;0
B100;FARMACORP;="048107042936";="048107042936";False;;0;0;="048107042936";;;;;;0;1;0;1;0;0;0;0;0;1;1;1;1;0
B100;FARMACORP;="048107063122";="048107063122";False;;0;0;="048107063122";;;;;;12;0;0;0;300;2;298;0;2;298;300;312;312;0
B100;FARMACORP;="048107063382";="048107063382";False;;0;0;="048107063382";;;;;;0;568;4;564;165;0;165;0;4;729;733;733;733;0
B100;FARMACORP;="048107066833";="048107066833";False;;0;0;="048107066833";;;;;;0;0;0;0;1135;8;1126;0;8;1126;1135;1135;1135;0
B100;FARMACORP;="048107066840";="048107066840";False;;0;0;="048107066840";;;;;;0;0;0;0;2144;4;2138;0;4;2138;2144;2144;2144;0
B100;FARMACORP;="048107066857";="048107066857";False;;0;0;="048107066857";;;;;;36;0;0;0;957;29;895;0;29;895;957;993;993;0
B100;FARMACORP;="048107066871";="048107066871";False;;0;0;="048107066871";;;;;;0;0;0;0;586;0;346;0;0;346;586;586;586;0
B100;FARMACORP;="048107067236";="048107067236";False;;0;0;="048107067236";;;;;;0;47;4;43;6;0;5;0;4;48;53;53;53;0
B100;FARMACORP;="048107068011";="048107068011";False;;0;0;="048107068011";;;;;;24;24;0;24;640;0;640;0;0;664;664;688;688;0
B100;FARMACORP;="048107069223";="048107069223";False;;0;0;="048107069223";;;;;;0;71;0;71;62;0;60;0;0;131;133;133;133;0
B100;FARMACORP;="048107069247";="048107069247";False;;0;0;="048107069247";;;;;;0;0;0;0;1;0;1;0;0;1;1;1;1;0
B100;FARMACORP;="048107069414";="048107069414";False;;0;0;="048107069414";;;;;;0;0;0;0;904;12;879;0;12;879;904;904;904;0
B100;FARMACORP;="048107069599";="048107069599";False;;0;0;="048107069599";;;;;;0;917;0;917;24;0;0;0;0;917;941;941;941;0
B100;FARMACORP;="048107069797";="048107069797";False;;0;0;="048107069797";;;;;;0;824;3;821;877;0;877;0;3;1698;1701;1701;1701;0
B100;FARMACORP;="048107069865";="048107069865";False;;0;0;="048107069865";;;;;;0;297;2;295;69;12;57;0;14;352;366;366;366;0
B100;FARMACORP;="048107070236";="048107070236";False;;0;0;="048107070236";;;;;;0;108;2;106;506;0;506;0;2;612;614;614;614;0
B100;FARMACORP;="048107070267";="048107070267";False;;0;0;="048107070267";;;;;;0;1;0;1;0;0;0;0;0;1;1;1;1;0
B100;FARMACORP;="048107072179";="048107072179";False;;0;0;="048107072179";;;;;;0;0;0;0;12;0;0;0;0;0;12;12;12;12
B100;FARMACORP;="048107074159";="048107074159";False;;0;0;="048107074159";;;;;;0;7;2;5;0;0;0;0;2;5;7;7;7;0
B100;FARMACORP;="048107080419";="048107080419";False;;0;0;="048107080419";;;;;;0;318;0;318;0;0;0;0;0;318;318;318;318;0
B100;FARMACORP;="048107095925";="048107095925";False;;0;0;="048107095925";;;;;;0;0;0;0;12;0;0;0;0;0;12;12;12;14
B100;FARMACORP;="048107095956";="048107095956";False;;0;0;="048107095956";;;;;;1;0;0;0;47;0;47;0;0;47;47;48;48;0
B100;FARMACORP;="048107121594";="048107121594";False;;0;0;="048107121594";;;;;;0;0;0;0;690;13;677;0;13;677;690;690;690;0
B100;FARMACORP;="048107123062";="048107123062";False;;0;0;="048107123062";;;;;;0;317;0;317;139;0;138;0;0;455;456;456;456;0
B100;FARMACORP;="048107123079";="048107123079";False;;0;0;="048107123079";;;;;;0;302;6;296;216;0;216;0;6;512;518;518;518;0
B100;FARMACORP;="048107123499";="048107123499";False;;0;0;="048107123499";;;;;;0;1;0;1;0;0;0;0;0;1;1;1;1;0
B100;FARMACORP;="048107123604";="048107123604";False;;0;0;="048107123604";;;;;;3;0;0;0;285;0;285;0;0;285;285;288;288;0
B100;FARMACORP;="048107123611";="048107123611";False;;0;0;="048107123611";;;;;;24;0;0;0;525;14;511;0;14;511;525;549;549;0
B100;FARMACORP;="048107127206";="048107127206";False;;0;0;="048107127206";;;;;;0;0;0;0;720;0;0;0;0;0;720;720;720;248
B100;FARMACORP;="048107127220";="048107127220";False;;0;0;="048107127220";;;;;;0;0;0;0;309;4;305;0;4;305;309;309;309;0
B100;FARMACORP;="048107127459";="048107127459";False;;0;0;="048107127459";;;;;;0;1;1;0;9;0;9;0;1;9;10;10;10;1
B100;FARMACORP;="048107128463";="048107128463";False;;0;0;="048107128463";;;;;;0;0;0;0;6;0;6;0;0;6;6;6;6;0
B100;FARMACORP;="048107129170";="048107129170";False;;0;0;="048107129170";;;;;;0;146;4;142;324;12;312;0;16;454;470;470;470;0
